,cluster,source_id,tf_name,family_name,motif_type,PMID,cluster_annotation
260,AC0101,MA0065.2,Pparg::Rxra,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers,Unknown,18981474,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
261,AC0101,MA0114.3,Hnf4a,Nuclear receptors with C4 zinc fingers,Unknown,12385991,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
262,AC0101,MA0677.1,Nr2f6,Nuclear receptors with C4 zinc fingers,Unknown,12690040,Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers/Nuclear receptors with C4 zinc fingers
263,AC0102,filter49,filter49,Unknown,Unknown,Unknown,Unknown
264,AC0103,filter60,filter60,Unknown,Unknown,Unknown,Unknown
265,AC0104,MA0067.1,Pax2,Paired box factors,Unknown,8132558,Paired box factors/Basic helix-loop-helix factors (bHLH)
266,AC0104,MA1995.1,Npas4,Basic helix-loop-helix factors (bHLH),Unknown,31585079,Paired box factors/Basic helix-loop-helix factors (bHLH)
267,AC0105,filter51,filter51,Unknown,Unknown,Unknown,Unknown
268,AC0106,MA0004.1,Arnt,Basic helix-loop-helix factors (bHLH),Unknown,7592839,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic leucine zipper factors (bZIP)
269,AC0106,MA0104.1,Mycn,Basic helix-loop-helix factors (bHLH),Unknown,1594445,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic leucine zipper factors (bZIP)
270,AC0106,MA0147.1,Myc,Basic helix-loop-helix factors (bHLH),Unknown,18555785,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic leucine zipper factors (bZIP)
271,AC0106,MA0259.1,ARNT::HIF1A,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH),Unknown,16234508,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic leucine zipper factors (bZIP)
272,AC0106,MA0464.1,Bhlhe40,Basic helix-loop-helix factors (bHLH),Unknown,11880636,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic leucine zipper factors (bZIP)
273,AC0106,MA0603.1,Arntl,Basic helix-loop-helix factors (bHLH),Unknown,7592839,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic leucine zipper factors (bZIP)
274,AC0106,MA0608.1,Creb3l2,Basic leucine zipper factors (bZIP),Unknown,23332764,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic leucine zipper factors (bZIP)
275,AC0106,MA0620.1,Mitf,Basic helix-loop-helix factors (bHLH),Unknown,12086670,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic leucine zipper factors (bZIP)
276,AC0106,MA0622.1,Mlxip,Basic helix-loop-helix factors (bHLH),Unknown,12446771,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic leucine zipper factors (bZIP)
277,AC0106,MA0626.1,Npas2,Basic helix-loop-helix factors (bHLH),Unknown,23332764,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic leucine zipper factors (bZIP)
278,AC0106,MA0632.1,Tcfl5,Basic helix-loop-helix factors (bHLH),Unknown,15585666,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic leucine zipper factors (bZIP)
279,AC0106,MA0829.1,Srebf1,Basic helix-loop-helix factors (bHLH),Unknown,11591434,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic leucine zipper factors (bZIP)
280,AC0106,MA1099.1,Hes1,Basic helix-loop-helix factors (bHLH),Unknown,15870295,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)/Basic leucine zipper factors (bZIP)
281,AC0107,MA0616.1,Hes2,Basic helix-loop-helix factors (bHLH),Unknown,8354270,Basic helix-loop-helix factors (bHLH)
282,AC0108,MA0006.1,Ahr::Arnt,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH),Unknown,7592839,Basic helix-loop-helix factors (bHLH)/Basic helix-loop-helix factors (bHLH)
283,AC0109,filter29,filter29,Unknown,Unknown,Unknown,Unknown
284,AC0110,MA0461.1,Atoh1,Basic helix-loop-helix factors (bHLH),Unknown,21795538,Basic helix-loop-helix factors (bHLH)
285,AC0110,MA0499.1,Myod1,Basic helix-loop-helix factors (bHLH),Unknown,20412780,Basic helix-loop-helix factors (bHLH)
286,AC0110,MA0500.1,Myog,Basic helix-loop-helix factors (bHLH),Unknown,16437161,Basic helix-loop-helix factors (bHLH)
287,AC0110,MA0521.1,Tcf12,Basic helix-loop-helix factors (bHLH),Unknown,1501295,Basic helix-loop-helix factors (bHLH)
288,AC0110,MA0522.1,Tcf3,Basic helix-loop-helix factors (bHLH),Unknown,10594029,Basic helix-loop-helix factors (bHLH)
289,AC0110,MA0607.1,Bhlha15,Basic helix-loop-helix factors (bHLH),Unknown,9482738,Basic helix-loop-helix factors (bHLH)
290,AC0110,MA0668.2,Neurod2,Basic helix-loop-helix factors (bHLH),Unknown,22445365,Basic helix-loop-helix factors (bHLH)
291,AC0110,MA0816.1,Ascl2,Basic helix-loop-helix factors (bHLH),Unknown,19443739,Basic helix-loop-helix factors (bHLH)
292,AC0110,MA0832.1,Tcf21,Basic helix-loop-helix factors (bHLH),Unknown,26020271,Basic helix-loop-helix factors (bHLH)
293,AC0110,MA1467.2,Atoh1,Basic helix-loop-helix factors (bHLH),Unknown,22985730,Basic helix-loop-helix factors (bHLH)
294,AC0110,MA1472.2,Bhlha15,Basic helix-loop-helix factors (bHLH),Unknown,28174210,Basic helix-loop-helix factors (bHLH)
295,AC0110,MA1618.1,Ptf1a,Basic helix-loop-helix factors (bHLH),Unknown,23754747,Basic helix-loop-helix factors (bHLH)
296,AC0110,MA1619.1,Ptf1A,Basic helix-loop-helix factors (bHLH),Unknown,23754747,Basic helix-loop-helix factors (bHLH)
297,AC0110,MA1620.1,Ptf1A,Basic helix-loop-helix factors (bHLH),Unknown,23754747,Basic helix-loop-helix factors (bHLH)
298,AC0110,MA1993.1,Neurod2,Basic helix-loop-helix factors (bHLH),Unknown,22445365,Basic helix-loop-helix factors (bHLH)
299,AC0110,MA1997.1,Olig2,Basic helix-loop-helix factors (bHLH),Unknown,20959288,Basic helix-loop-helix factors (bHLH)
300,AC0111,MA0100.1,Myb,Tryptophan cluster factors,Unknown,1861984,Tryptophan cluster factors
301,AC0112,MA0623.1,Neurog1,Basic helix-loop-helix factors (bHLH),Unknown,23332764,Basic helix-loop-helix factors (bHLH)
302,AC0112,MA0633.1,Twist2,Basic helix-loop-helix factors (bHLH),Unknown,10594029,Basic helix-loop-helix factors (bHLH)
303,AC0113,MA1524.2,Msgn1,Basic helix-loop-helix factors (bHLH),Unknown,21750544,Basic helix-loop-helix factors (bHLH)
304,AC0114,MA0095.3,Yy1,C2H2 zinc finger factors,Unknown,18950698,C2H2 zinc finger factors
305,AC0115,MA0009.1,Tbxt,T-Box factors,Unknown,8344258,T-Box factors
306,AC0115,MA1567.2,Tbx6,T-Box factors,Unknown,12093383,T-Box factors
307,AC0116,MA1616.1,Prdm15,C2H2 zinc finger factors,Unknown,28740264,C2H2 zinc finger factors
308,AC0117,MA2001.1,Six4,Homeo domain factors,Unknown,14966291,Homeo domain factors
309,AC0118,MA0697.2,Zic3,C2H2 zinc finger factors,Unknown,19443739,C2H2 zinc finger factors
310,AC0118,MA1628.1,Zic1::Zic2,C2H2 zinc finger factors,Unknown,11038359,C2H2 zinc finger factors
311,AC0118,MA1629.1,Zic2,C2H2 zinc finger factors,Unknown,11038359,C2H2 zinc finger factors
312,AC0119,MA0117.2,Mafb,Basic leucine zipper factors (bZIP),Unknown,9571165,Basic leucine zipper factors (bZIP)
313,AC0120,MA0498.1,Meis1,Homeo domain factors,Unknown,9315626,Homeo domain factors
